card_id,client_id,card_brand,card_type,card_number,cvv,has_chip,num_cards_issued,credit_limit,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
3390.0,1636.0,Mastercard,Credit,5891980090129648.0,843.0,YES,1.0,$5600,49.0,66.0,1970.0,5.0,Male,4882 Mountain View Lane,39.09,-94.58,$12064,$24598,$23019,695.0,4.0
2930.0,1636.0,Mastercard,Debit,5805477288229197.0,832.0,YES,2.0,$7090,49.0,66.0,1970.0,5.0,Male,4882 Mountain View Lane,39.09,-94.58,$12064,$24598,$23019,695.0,4.0
3992.0,1636.0,Amex,Credit,358240905315315.0,544.0,YES,1.0,$4600,49.0,66.0,1970.0,5.0,Male,4882 Mountain View Lane,39.09,-94.58,$12064,$24598,$23019,695.0,4.0
3338.0,1636.0,Amex,Credit,354505344407390.0,793.0,YES,1.0,$6900,49.0,66.0,1970.0,5.0,Male,4882 Mountain View Lane,39.09,-94.58,$12064,$24598,$23019,695.0,4.0
2018.0,502.0,Discover,Credit,6910816000642923.0,845.0,YES,2.0,$7900,46.0,66.0,1974.0,1.0,Male,434 Bayview Avenue,40.93,-79.59,$17870,$36440,$30574,745.0,2.0
3521.0,502.0,Mastercard,Debit,5031093004521446.0,834.0,NO,1.0,$415,46.0,66.0,1974.0,1.0,Male,434 Bayview Avenue,40.93,-79.59,$17870,$36440,$30574,745.0,2.0
1412.0,1630.0,Amex,Credit,387423675573298.0,864.0,YES,1.0,$11800,24.0,65.0,1996.0,1.0,Male,716 Bayview Avenue,36.11,-80.81,$15545,$31693,$98206,719.0,1.0
4479.0,266.0,Mastercard,Debit,5392581536940682.0,63.0,YES,1.0,$10107,19.0,65.0,2000.0,3.0,Female,39 Park Lane,34.02,-118.15,$13485,$27494,$26097,724.0,1.0
3283.0,5.0,Visa,Debit,4062156976910800.0,305.0,NO,2.0,$12286,65.0,65.0,1955.0,2.0,Male,1032 Second Lane,42.95,-77.13,$19095,$20614,$14042,711.0,2.0
1178.0,5.0,Mastercard,Debit,5419592121545154.0,42.0,YES,2.0,$18894,65.0,65.0,1955.0,2.0,Male,1032 Second Lane,42.95,-77.13,$19095,$20614,$14042,711.0,2.0
4407.0,1712.0,Mastercard,Debit,5235277792486600.0,314.0,YES,1.0,$35175,82.0,65.0,1938.0,1.0,Female,1437 Madison Lane,32.79,-96.76,$27814,$66999,$3140,730.0,5.0
3291.0,1712.0,Mastercard,Debit,5526616116382741.0,600.0,YES,1.0,$21205,82.0,65.0,1938.0,1.0,Female,1437 Madison Lane,32.79,-96.76,$27814,$66999,$3140,730.0,5.0
4056.0,1712.0,Mastercard,Debit,5071372204646552.0,958.0,NO,1.0,$25985,82.0,65.0,1938.0,1.0,Female,1437 Madison Lane,32.79,-96.76,$27814,$66999,$3140,730.0,5.0
3711.0,1712.0,Mastercard,Debit,5313636141539714.0,212.0,NO,1.0,$39431,82.0,65.0,1938.0,1.0,Female,1437 Madison Lane,32.79,-96.76,$27814,$66999,$3140,730.0,5.0
4342.0,1712.0,Visa,Debit,4631337182936138.0,847.0,YES,2.0,$18288,82.0,65.0,1938.0,1.0,Female,1437 Madison Lane,32.79,-96.76,$27814,$66999,$3140,730.0,5.0
143.0,1360.0,Visa,Credit,4142865741084776.0,302.0,YES,1.0,$9000,41.0,61.0,1978.0,4.0,Male,4693 Elm Lane,30.75,-86.57,$19066,$38874,$64474,672.0,3.0
2184.0,1360.0,Mastercard,Debit,5823085266965025.0,876.0,YES,2.0,$12367,41.0,61.0,1978.0,4.0,Male,4693 Elm Lane,30.75,-86.57,$19066,$38874,$64474,672.0,3.0
3609.0,1360.0,Mastercard,Debit,5708920987862167.0,17.0,YES,2.0,$19619,41.0,61.0,1978.0,4.0,Male,4693 Elm Lane,30.75,-86.57,$19066,$38874,$64474,672.0,3.0
403.0,1013.0,Amex,Credit,330378740053511.0,959.0,YES,1.0,$12800,25.0,69.0,1995.0,1.0,Female,834 Elm Avenue,38.99,-105.05,$23550,$48017,$95549,711.0,1.0
1349.0,993.0,Visa,Credit,4260552166292092.0,384.0,YES,1.0,$9500,47.0,64.0,1972.0,8.0,Female,5647 Burns Boulevard,29.43,-90.3,$21966,$44789,$94789,638.0,1.0
162.0,642.0,Mastercard,Debit,5873966669352213.0,809.0,YES,2.0,$3966,35.0,62.0,1984.0,5.0,Female,96 Ninth Drive,33.11,-94.16,$16746,$34143,$49839,648.0,4.0
4721.0,642.0,Mastercard,Debit,5229231041808987.0,670.0,YES,2.0,$8812,35.0,62.0,1984.0,5.0,Female,96 Ninth Drive,33.11,-94.16,$16746,$34143,$49839,648.0,4.0
2051.0,642.0,Visa,Debit,4324205574305224.0,92.0,YES,2.0,$13434,35.0,62.0,1984.0,5.0,Female,96 Ninth Drive,33.11,-94.16,$16746,$34143,$49839,648.0,4.0
5934.0,642.0,Mastercard,Debit,5081900353730451.0,533.0,YES,1.0,$13104,35.0,62.0,1984.0,5.0,Female,96 Ninth Drive,33.11,-94.16,$16746,$34143,$49839,648.0,4.0
2430.0,1871.0,Mastercard,Debit,5203247586217393.0,503.0,YES,1.0,$9454,83.0,65.0,1936.0,7.0,Male,3241 Park Lane,35.11,-106.62,$15385,$16611,$1797,696.0,5.0
5672.0,1871.0,Mastercard,Debit,5410528927271572.0,651.0,YES,1.0,$13764,83.0,65.0,1936.0,7.0,Male,3241 Park Lane,35.11,-106.62,$15385,$16611,$1797,696.0,5.0
4470.0,1871.0,Mastercard,Debit,5892723462268595.0,355.0,YES,1.0,$14639,83.0,65.0,1936.0,7.0,Male,3241 Park Lane,35.11,-106.62,$15385,$16611,$1797,696.0,5.0
4429.0,1871.0,Mastercard,Debit,5896330225827400.0,851.0,NO,2.0,$20277,83.0,65.0,1936.0,7.0,Male,3241 Park Lane,35.11,-106.62,$15385,$16611,$1797,696.0,5.0
1633.0,1871.0,Mastercard,Debit,5342464568793113.0,260.0,YES,1.0,$11166,83.0,65.0,1936.0,7.0,Male,3241 Park Lane,35.11,-106.62,$15385,$16611,$1797,696.0,5.0
5491.0,1721.0,Mastercard,Credit,5632468453747633.0,296.0,YES,2.0,$7200,36.0,68.0,1983.0,3.0,Female,620 River Boulevard,46.11,-118.3,$18880,$38496,$64688,642.0,2.0
3610.0,1721.0,Mastercard,Debit,5754434443697253.0,789.0,YES,1.0,$12389,36.0,68.0,1983.0,3.0,Female,620 River Boulevard,46.11,-118.3,$18880,$38496,$64688,642.0,2.0
84.0,868.0,Visa,Debit,4639713693974383.0,69.0,YES,2.0,$2121,78.0,64.0,1941.0,11.0,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706.0,6.0
5372.0,868.0,Visa,Debit,4025137324225957.0,653.0,YES,2.0,$13455,78.0,64.0,1941.0,11.0,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706.0,6.0
2233.0,868.0,Visa,Debit (Prepaid),4595382752542331.0,475.0,YES,2.0,$48,78.0,64.0,1941.0,11.0,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706.0,6.0
5565.0,868.0,Mastercard,Debit (Prepaid),5680583752844424.0,504.0,YES,2.0,$49,78.0,64.0,1941.0,11.0,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706.0,6.0
322.0,868.0,Visa,Credit,4944959860713657.0,21.0,YES,2.0,$5000,78.0,64.0,1941.0,11.0,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706.0,6.0
3292.0,868.0,Mastercard,Credit,5925756786369213.0,556.0,NO,1.0,$6800,78.0,64.0,1941.0,11.0,Male,5004 Lake Street,35.46,-97.51,$16016,$31046,$11436,706.0,6.0
2985.0,1517.0,Visa,Credit,4225059111399176.0,829.0,YES,2.0,$24900,37.0,71.0,1982.0,3.0,Male,7954 Wessex Boulevard,38.9,-77.26,$60593,$123540,$236393,764.0,4.0
72.0,1517.0,Mastercard,Debit,5515747009144505.0,306.0,YES,2.0,$19670,37.0,71.0,1982.0,3.0,Male,7954 Wessex Boulevard,38.9,-77.26,$60593,$123540,$236393,764.0,4.0
1634.0,1517.0,Mastercard,Debit,5764133440846689.0,480.0,YES,2.0,$23231,37.0,71.0,1982.0,3.0,Male,7954 Wessex Boulevard,38.9,-77.26,$60593,$123540,$236393,764.0,4.0
2131.0,1517.0,Visa,Debit (Prepaid),4203776062748208.0,193.0,YES,2.0,$18,37.0,71.0,1982.0,3.0,Male,7954 Wessex Boulevard,38.9,-77.26,$60593,$123540,$236393,764.0,4.0
5340.0,364.0,Mastercard,Debit,5480998753252900.0,110.0,YES,1.0,$13699,65.0,65.0,1954.0,5.0,Female,9052 River Lane,35.79,-83.97,$18273,$39809,$0,775.0,4.0
4623.0,364.0,Visa,Credit,4748763826906132.0,478.0,NO,2.0,$11700,65.0,65.0,1954.0,5.0,Female,9052 River Lane,35.79,-83.97,$18273,$39809,$0,775.0,4.0
5611.0,364.0,Mastercard,Credit,5274567500521135.0,89.0,YES,1.0,$1800,65.0,65.0,1954.0,5.0,Female,9052 River Lane,35.79,-83.97,$18273,$39809,$0,775.0,4.0
5673.0,364.0,Mastercard,Debit,5100254410135496.0,723.0,YES,1.0,$15612,65.0,65.0,1954.0,5.0,Female,9052 River Lane,35.79,-83.97,$18273,$39809,$0,775.0,4.0
4642.0,686.0,Mastercard,Debit,5233470858754888.0,870.0,YES,1.0,$4699,64.0,65.0,1956.0,1.0,Male,25521 First Street,32.53,-82.92,$16958,$34576,$81087,683.0,1.0
1635.0,696.0,Mastercard,Debit,5634720557033736.0,644.0,YES,1.0,$77778,74.0,67.0,1945.0,7.0,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766.0,8.0
3870.0,696.0,Visa,Debit,4288163100200556.0,765.0,NO,1.0,$31755,74.0,67.0,1945.0,7.0,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766.0,8.0
2695.0,696.0,Mastercard,Debit,5648047323588801.0,470.0,YES,1.0,$28601,74.0,67.0,1945.0,7.0,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766.0,8.0
2488.0,696.0,Mastercard,Credit,5628686337388309.0,842.0,YES,2.0,$25900,74.0,67.0,1945.0,7.0,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766.0,8.0
4953.0,696.0,Mastercard,Debit (Prepaid),5293099993474749.0,140.0,YES,2.0,$97,74.0,67.0,1945.0,7.0,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766.0,8.0
4207.0,696.0,Mastercard,Debit,5584427717587374.0,957.0,NO,2.0,$22553,74.0,67.0,1945.0,7.0,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766.0,8.0
5612.0,696.0,Mastercard,Debit (Prepaid),5276972829621865.0,803.0,YES,2.0,$65,74.0,67.0,1945.0,7.0,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766.0,8.0
39.0,696.0,Mastercard,Debit,5562768142811109.0,267.0,YES,2.0,$21225,74.0,67.0,1945.0,7.0,Female,5064 North Lane,40.63,-73.72,$45685,$110570,$5700,766.0,8.0
604.0,962.0,Mastercard,Credit,5195862758999591.0,426.0,YES,2.0,$13300,28.0,69.0,1992.0,1.0,Male,564 Catherine Lane,44.52,-87.98,$16801,$34262,$60506,846.0,2.0
1217.0,962.0,Mastercard,Debit,5180139423244093.0,633.0,YES,2.0,$9141,28.0,69.0,1992.0,1.0,Male,564 Catherine Lane,44.52,-87.98,$16801,$34262,$60506,846.0,2.0
5966.0,1407.0,Mastercard,Debit,5647392545129328.0,236.0,YES,2.0,$14733,40.0,71.0,1979.0,12.0,Male,9466 Essex Street,33.43,-86.99,$19851,$40473,$54899,689.0,4.0
5384.0,1407.0,Visa,Debit,4543221446829326.0,587.0,YES,1.0,$15814,40.0,71.0,1979.0,12.0,Male,9466 Essex Street,33.43,-86.99,$19851,$40473,$54899,689.0,4.0
2313.0,1407.0,Mastercard,Debit,5848203145087847.0,597.0,YES,1.0,$20816,40.0,71.0,1979.0,12.0,Male,9466 Essex Street,33.43,-86.99,$19851,$40473,$54899,689.0,4.0
4695.0,1407.0,Visa,Credit,4681503612415898.0,86.0,YES,2.0,$8500,40.0,71.0,1979.0,12.0,Male,9466 Essex Street,33.43,-86.99,$19851,$40473,$54899,689.0,4.0
4471.0,1015.0,Mastercard,Debit,5620673787409550.0,842.0,YES,1.0,$35493,33.0,67.0,1986.0,4.0,Female,9761 East Street,33.88,-84.37,$47453,$96744,$128122,838.0,5.0
5271.0,1015.0,Mastercard,Debit,5849371224627148.0,636.0,YES,2.0,$58311,33.0,67.0,1986.0,4.0,Female,9761 East Street,33.88,-84.37,$47453,$96744,$128122,838.0,5.0
1636.0,1015.0,Mastercard,Credit,5981150339766533.0,601.0,YES,1.0,$24700,33.0,67.0,1986.0,4.0,Female,9761 East Street,33.88,-84.37,$47453,$96744,$128122,838.0,5.0
198.0,1015.0,Mastercard,Debit,5656999344150658.0,761.0,YES,2.0,$66779,33.0,67.0,1986.0,4.0,Female,9761 East Street,33.88,-84.37,$47453,$96744,$128122,838.0,5.0
1113.0,1015.0,Mastercard,Debit (Prepaid),5964863053217701.0,287.0,YES,1.0,$58,33.0,67.0,1986.0,4.0,Female,9761 East Street,33.88,-84.37,$47453,$96744,$128122,838.0,5.0
2211.0,1456.0,Discover,Credit,6932682320710660.0,294.0,YES,2.0,$7400,48.0,70.0,1971.0,8.0,Male,884 Tenth Drive,33.12,-89.05,$15316,$31231,$40499,681.0,3.0
5935.0,1456.0,Mastercard,Debit,5839391622959364.0,985.0,YES,2.0,$11310,48.0,70.0,1971.0,8.0,Male,884 Tenth Drive,33.12,-89.05,$15316,$31231,$40499,681.0,3.0
1273.0,1456.0,Mastercard,Credit,5451139349544228.0,832.0,NO,2.0,$7200,48.0,70.0,1971.0,8.0,Male,884 Tenth Drive,33.12,-89.05,$15316,$31231,$40499,681.0,3.0
2251.0,1861.0,Mastercard,Debit,5893992585377552.0,46.0,NO,1.0,$28352,57.0,65.0,1962.0,5.0,Female,992 Forest Street,33.1,-96.66,$32580,$66427,$103290,779.0,5.0
2993.0,1861.0,Amex,Credit,344769057601771.0,588.0,YES,2.0,$10000,57.0,65.0,1962.0,5.0,Female,992 Forest Street,33.1,-96.66,$32580,$66427,$103290,779.0,5.0
4898.0,1861.0,Mastercard,Debit,5475273052994397.0,101.0,YES,1.0,$32325,57.0,65.0,1962.0,5.0,Female,992 Forest Street,33.1,-96.66,$32580,$66427,$103290,779.0,5.0
4025.0,1861.0,Mastercard,Debit,5682219058474739.0,67.0,YES,2.0,$22405,57.0,65.0,1962.0,5.0,Female,992 Forest Street,33.1,-96.66,$32580,$66427,$103290,779.0,5.0
3374.0,1861.0,Amex,Credit,335960480212340.0,29.0,YES,1.0,$17300,57.0,65.0,1962.0,5.0,Female,992 Forest Street,33.1,-96.66,$32580,$66427,$103290,779.0,5.0
605.0,161.0,Mastercard,Debit,5734847771716584.0,423.0,YES,1.0,$11163,31.0,70.0,1988.0,11.0,Male,237 Hill Lane,31.56,-97.18,$11512,$23469,$22976,731.0,3.0
3096.0,161.0,Mastercard,Debit,5018191731735773.0,889.0,YES,1.0,$13612,31.0,70.0,1988.0,11.0,Male,237 Hill Lane,31.56,-97.18,$11512,$23469,$22976,731.0,3.0
5588.0,161.0,Visa,Debit,4764927598078199.0,254.0,YES,1.0,$11168,31.0,70.0,1988.0,11.0,Male,237 Hill Lane,31.56,-97.18,$11512,$23469,$22976,731.0,3.0
843.0,263.0,Visa,Credit,4821644277167168.0,978.0,NO,2.0,$6200,30.0,69.0,1989.0,11.0,Male,8687 Ninth Drive,40.09,-74.21,$13006,$26519,$63979,663.0,3.0
2567.0,263.0,Mastercard,Debit (Prepaid),5332123291595768.0,494.0,YES,1.0,$61,30.0,69.0,1989.0,11.0,Male,8687 Ninth Drive,40.09,-74.21,$13006,$26519,$63979,663.0,3.0
1392.0,263.0,Mastercard,Debit,5981206880089611.0,421.0,YES,1.0,$12103,30.0,69.0,1989.0,11.0,Male,8687 Ninth Drive,40.09,-74.21,$13006,$26519,$63979,663.0,3.0
2994.0,1389.0,Discover,Credit,6880652319415117.0,218.0,YES,2.0,$7900,40.0,64.0,1979.0,8.0,Female,6950 Federal Avenue,33.83,-86.26,$17067,$34799,$72749,793.0,2.0
2301.0,1389.0,Mastercard,Debit,5603221270332940.0,316.0,YES,1.0,$11408,40.0,64.0,1979.0,8.0,Female,6950 Federal Avenue,33.83,-86.26,$17067,$34799,$72749,793.0,2.0
4779.0,1707.0,Mastercard,Debit,5101090738920824.0,325.0,YES,1.0,$22362,28.0,70.0,1991.0,12.0,Female,816 Little Creek Lane,46.12,-123.67,$17260,$35194,$56006,620.0,1.0
1902.0,1374.0,Visa,Debit,4641287909590417.0,819.0,YES,1.0,$14993,28.0,66.0,1991.0,7.0,Female,7004 Mill Drive,42.45,-87.84,$19463,$39679,$93772,758.0,2.0
1413.0,1374.0,Amex,Credit,324659664188559.0,330.0,NO,2.0,$8300,28.0,66.0,1991.0,7.0,Female,7004 Mill Drive,42.45,-87.84,$19463,$39679,$93772,758.0,2.0
5967.0,1855.0,Mastercard,Debit,5900286231363635.0,172.0,YES,1.0,$29716,67.0,66.0,1952.0,3.0,Male,1 Burns Lane,37.3,-121.8,$25115,$31287,$25844,728.0,4.0
4304.0,1855.0,Visa,Debit,4993861165139696.0,663.0,YES,1.0,$19258,67.0,66.0,1952.0,3.0,Male,1 Burns Lane,37.3,-121.8,$25115,$31287,$25844,728.0,4.0
3021.0,1855.0,Visa,Credit,4355832454848293.0,490.0,YES,3.0,$13400,67.0,66.0,1952.0,3.0,Male,1 Burns Lane,37.3,-121.8,$25115,$31287,$25844,728.0,4.0
1903.0,1855.0,Visa,Credit,4746650219933871.0,32.0,YES,2.0,$17100,67.0,66.0,1952.0,3.0,Male,1 Burns Lane,37.3,-121.8,$25115,$31287,$25844,728.0,4.0
1904.0,867.0,Visa,Debit,4954234286771971.0,1.0,YES,2.0,$16736,26.0,71.0,1993.0,9.0,Male,381 Sussex Avenue,31.07,-97.61,$19032,$38805,$54466,614.0,2.0
606.0,867.0,Mastercard,Debit,5149907991090612.0,275.0,YES,1.0,$10196,26.0,71.0,1993.0,9.0,Male,381 Sussex Avenue,31.07,-97.61,$19032,$38805,$54466,614.0,2.0
4564.0,274.0,Visa,Debit,4636302289774996.0,898.0,YES,1.0,$20961,43.0,67.0,1976.0,4.0,Female,4 North Street,38.89,-77.03,$23940,$48810,$0,799.0,3.0
2841.0,274.0,Mastercard,Credit,5703235867357528.0,825.0,YES,2.0,$10500,43.0,67.0,1976.0,4.0,Female,4 North Street,38.89,-77.03,$23940,$48810,$0,799.0,3.0
309.0,274.0,Amex,Credit,365377878162370.0,964.0,YES,2.0,$16500,43.0,67.0,1976.0,4.0,Female,4 North Street,38.89,-77.03,$23940,$48810,$0,799.0,3.0
3184.0,1552.0,Visa,Credit,4498319484048588.0,282.0,YES,2.0,$11300,62.0,67.0,1957.0,6.0,Male,896 Madison Boulevard,43.65,-116.43,$22290,$45450,$85218,686.0,3.0
1380.0,1552.0,Mastercard,Debit,5909552342193744.0,675.0,YES,1.0,$13866,62.0,67.0,1957.0,6.0,Male,896 Madison Boulevard,43.65,-116.43,$22290,$45450,$85218,686.0,3.0
1218.0,1552.0,Mastercard,Debit,5494745672321744.0,61.0,YES,2.0,$14913,62.0,67.0,1957.0,6.0,Male,896 Madison Boulevard,43.65,-116.43,$22290,$45450,$85218,686.0,3.0
1448.0,635.0,Discover,Credit,6130054955952438.0,970.0,YES,1.0,$6100,25.0,64.0,1994.0,7.0,Female,5338 Fifth Boulevard,40.76,-74.03,$16770,$34201,$42895,731.0,1.0
5218.0,1526.0,Visa,Debit,4852239481506092.0,226.0,NO,1.0,$3728,53.0,64.0,1966.0,3.0,Female,5773 River Street,40.94,-121.74,$16742,$34137,$80467,671.0,4.0
3664.0,1526.0,Discover,Credit,6172129329668613.0,585.0,YES,1.0,$7400,53.0,64.0,1966.0,3.0,Female,5773 River Street,40.94,-121.74,$16742,$34137,$80467,671.0,4.0
4722.0,1526.0,Mastercard,Debit (Prepaid),5821558147911214.0,558.0,YES,1.0,$77,53.0,64.0,1966.0,3.0,Female,5773 River Street,40.94,-121.74,$16742,$34137,$80467,671.0,4.0
2100.0,1526.0,Visa,Debit,4643281848838061.0,413.0,YES,1.0,$12299,53.0,64.0,1966.0,3.0,Female,5773 River Street,40.94,-121.74,$16742,$34137,$80467,671.0,4.0
248.0,319.0,Visa,Credit,4086497597276972.0,383.0,YES,2.0,$6800,67.0,67.0,1952.0,12.0,Male,388 Third Avenue,36.75,-119.67,$17683,$28357,$10400,628.0,2.0
844.0,319.0,Visa,Debit (Prepaid),4841317910712429.0,858.0,YES,1.0,$77,67.0,67.0,1952.0,12.0,Male,388 Third Avenue,36.75,-119.67,$17683,$28357,$10400,628.0,2.0
3425.0,740.0,Mastercard,Debit,5153811866078718.0,115.0,YES,2.0,$2172,30.0,62.0,1989.0,8.0,Female,9104 Second Avenue,29.76,-95.38,$15862,$32343,$39656,683.0,3.0
607.0,740.0,Mastercard,Debit,5514582408709018.0,117.0,YES,1.0,$8661,30.0,62.0,1989.0,8.0,Female,9104 Second Avenue,29.76,-95.38,$15862,$32343,$39656,683.0,3.0
845.0,740.0,Visa,Debit,4456142342115909.0,189.0,YES,2.0,$4009,30.0,62.0,1989.0,8.0,Female,9104 Second Avenue,29.76,-95.38,$15862,$32343,$39656,683.0,3.0
1414.0,965.0,Amex,Credit,344844394968700.0,973.0,YES,1.0,$11200,18.0,68.0,2002.0,1.0,Female,2108 Spruce Lane,38.58,-121.4,$20670,$42142,$116857,713.0,2.0
846.0,965.0,Visa,Debit,4061650049353084.0,542.0,YES,2.0,$16479,18.0,68.0,2002.0,1.0,Female,2108 Spruce Lane,38.58,-121.4,$20670,$42142,$116857,713.0,2.0
5674.0,1421.0,Mastercard,Debit (Prepaid),5874995941788498.0,595.0,YES,1.0,$65,30.0,65.0,1989.0,7.0,Male,7691 Ocean View Avenue,35.11,-77.07,$16177,$32985,$32764,740.0,2.0
3550.0,1421.0,Mastercard,Debit,5757503231654928.0,514.0,YES,1.0,$17993,30.0,65.0,1989.0,7.0,Male,7691 Ocean View Avenue,35.11,-77.07,$16177,$32985,$32764,740.0,2.0
5833.0,1538.0,Mastercard,Debit,5128394597214303.0,984.0,YES,2.0,$16398,82.0,62.0,1937.0,8.0,Male,58 River Avenue,40.71,-73.99,$16494,$23572,$216,590.0,2.0
3206.0,1538.0,Mastercard,Debit,5013050025628156.0,272.0,YES,2.0,$21284,82.0,62.0,1937.0,8.0,Male,58 River Avenue,40.71,-73.99,$16494,$23572,$216,590.0,2.0
3599.0,1101.0,Visa,Debit,4683799898016256.0,938.0,NO,2.0,$13022,25.0,70.0,1994.0,12.0,Female,142 Rose Drive,42.11,-72.53,$14155,$28862,$20944,751.0,2.0
1905.0,1101.0,Visa,Credit,4591328314306371.0,252.0,YES,1.0,$8500,25.0,70.0,1994.0,12.0,Female,142 Rose Drive,42.11,-72.53,$14155,$28862,$20944,751.0,2.0
3448.0,92.0,Visa,Debit,4130167694765134.0,299.0,YES,1.0,$34123,76.0,68.0,1943.0,10.0,Female,2760 Forest Drive,43.54,-96.73,$21089,$31145,$5132,689.0,4.0
2802.0,92.0,Mastercard,Debit,5123318890212912.0,821.0,YES,1.0,$25670,76.0,68.0,1943.0,10.0,Female,2760 Forest Drive,43.54,-96.73,$21089,$31145,$5132,689.0,4.0
2803.0,92.0,Mastercard,Credit,5719709279353504.0,403.0,YES,1.0,$9000,76.0,68.0,1943.0,10.0,Female,2760 Forest Drive,43.54,-96.73,$21089,$31145,$5132,689.0,4.0
5947.0,92.0,Visa,Debit,4963194250583008.0,150.0,YES,2.0,$8280,76.0,68.0,1943.0,10.0,Female,2760 Forest Drive,43.54,-96.73,$21089,$31145,$5132,689.0,4.0
5183.0,125.0,Amex,Credit,398638761436555.0,177.0,YES,2.0,$6400,64.0,70.0,1956.0,2.0,Female,9505 Martin Luther King Avenue,37.63,-121.01,$13015,$26535,$93592,724.0,5.0
5770.0,125.0,Mastercard,Debit,5945807507752763.0,282.0,YES,2.0,$9741,64.0,70.0,1956.0,2.0,Female,9505 Martin Luther King Avenue,37.63,-121.01,$13015,$26535,$93592,724.0,5.0
2023.0,125.0,Mastercard,Debit,5228524583663222.0,720.0,YES,2.0,$1326,64.0,70.0,1956.0,2.0,Female,9505 Martin Luther King Avenue,37.63,-121.01,$13015,$26535,$93592,724.0,5.0
4931.0,125.0,Discover,Credit,6151262896814388.0,10.0,YES,2.0,$3600,64.0,70.0,1956.0,2.0,Female,9505 Martin Luther King Avenue,37.63,-121.01,$13015,$26535,$93592,724.0,5.0
2120.0,125.0,Mastercard,Credit,5824671780662841.0,554.0,YES,1.0,$5500,64.0,70.0,1956.0,2.0,Female,9505 Martin Luther King Avenue,37.63,-121.01,$13015,$26535,$93592,724.0,5.0
2225.0,449.0,Mastercard,Debit,5397488043496245.0,915.0,YES,2.0,$16675,58.0,70.0,1962.0,2.0,Female,901 Oak Street,40.56,-79.75,$19517,$39796,$9452,729.0,5.0
351.0,449.0,Visa,Debit,4003397958786978.0,994.0,YES,2.0,$21594,58.0,70.0,1962.0,2.0,Female,901 Oak Street,40.56,-79.75,$19517,$39796,$9452,729.0,5.0
3559.0,449.0,Visa,Debit,4345910488111903.0,867.0,YES,1.0,$14277,58.0,70.0,1962.0,2.0,Female,901 Oak Street,40.56,-79.75,$19517,$39796,$9452,729.0,5.0
2738.0,449.0,Visa,Debit,4169464534562522.0,770.0,YES,2.0,$13368,58.0,70.0,1962.0,2.0,Female,901 Oak Street,40.56,-79.75,$19517,$39796,$9452,729.0,5.0
5894.0,449.0,Mastercard,Credit,5242288844676225.0,740.0,YES,1.0,$12700,58.0,70.0,1962.0,2.0,Female,901 Oak Street,40.56,-79.75,$19517,$39796,$9452,729.0,5.0
3214.0,1173.0,Amex,Credit,309312757333159.0,253.0,YES,1.0,$11200,71.0,67.0,1948.0,3.0,Male,3095 Hill Boulevard,42.83,-106.32,$25502,$51703,$5371,722.0,7.0
4696.0,1173.0,Visa,Debit,4547819605508075.0,410.0,YES,1.0,$1342,71.0,67.0,1948.0,3.0,Male,3095 Hill Boulevard,42.83,-106.32,$25502,$51703,$5371,722.0,7.0
2986.0,1173.0,Visa,Credit,4285723805461636.0,282.0,YES,2.0,$8700,71.0,67.0,1948.0,3.0,Male,3095 Hill Boulevard,42.83,-106.32,$25502,$51703,$5371,722.0,7.0
2388.0,1173.0,Visa,Debit (Prepaid),4505985086777391.0,675.0,YES,2.0,$75,71.0,67.0,1948.0,3.0,Male,3095 Hill Boulevard,42.83,-106.32,$25502,$51703,$5371,722.0,7.0
1033.0,1173.0,Mastercard,Debit,5610643638268100.0,739.0,YES,1.0,$35062,71.0,67.0,1948.0,3.0,Male,3095 Hill Boulevard,42.83,-106.32,$25502,$51703,$5371,722.0,7.0
4480.0,1173.0,Mastercard,Debit,5972507233494518.0,29.0,YES,2.0,$17503,71.0,67.0,1948.0,3.0,Male,3095 Hill Boulevard,42.83,-106.32,$25502,$51703,$5371,722.0,7.0
5662.0,1173.0,Visa,Credit,4807938969312222.0,158.0,YES,1.0,$16900,71.0,67.0,1948.0,3.0,Male,3095 Hill Boulevard,42.83,-106.32,$25502,$51703,$5371,722.0,7.0
5197.0,1810.0,Mastercard,Credit,5595124692967493.0,474.0,NO,2.0,$9000,66.0,66.0,1953.0,12.0,Male,350 North Street,42.22,-83.36,$18879,$31175,$5846,711.0,5.0
